http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=Tomkap&hgS_otherUserSessionName=ZLD,,,,,,,,,,,,,,,,,,,
PID,Chr,From,To,Peak,Height,Label,Link,Genes,Dists,TSS_gene,TSS_dist,St3_Height,St4_Height,St5_Height,Slope,Dynamics,Max_3_to_1_contamination,Max_1_to_3_contamination,DNaseI_st5
1344,chr3R,20098190,20098490,20098340,641.5,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:20093190-20103490,"Orct2,jar,Orct,","412,-1387,3641,", Orct2 ,412,174.1,676.7,1090.9,2.65, // ,0.1596,6.2652,203.1748
1345,chr2R,5116070,5116400,5116240,568.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:5111070-5121400,"hig,Cyp4p2,Cyp4p1,","0,8794,11307,", Cyp4p2 ,8794,1011.4,527.3,170.5,-2.57, \\ ,5.9328,0.1686,14.3649
1346,chr2R,2419530,2419850,2419700,605.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:2414530-2424850,"jing,CG15233,CG15234,","0,67709,74794,", jing ,29937,733.6,537.9,552.6,-0.41, \- ,1.3274,0.7533,17.9972
1347,chr2R,15143060,15143360,15143210,634.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:15138060-15148360,"CG33453,CG33454,CG7229,","-2520,-4039,4208,", CG33453 ,2520,434.9,798.1,671.6,0.63, /\ ,0.6476,1.5441,24.1438
1348,chr3R,2904810,2905100,2904950,626.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:2899810-2910100,"Aly,CG1943,CG1939,","0,-1441,2960,", Aly ,1176,236.4,840,805.5,1.77, /- ,0.2935,3.4077,165.1411
1349,chr2R,1701900,1702200,1702050,659.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:1696900-1707200,"Or42b,Tsp42A,Or42a,","-16033,-18359,-21582,", Or42b ,16033,742.4,671.4,565.8,-0.39, -- ,1.3123,0.762,14.7481
1350,chr4,79740,80040,79890,604.8,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr4:74740-85040,"ci,RpS3A,pan,","-2223,6854,10065,", ci ,2223,95.6,658.2,1069.8,3.48, // ,0.0894,11.1919,734.2687
1351,chr2R,11896820,11897140,11897000,595.5,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:11891820-11902140,"CG8389,CG8388,CG8386,","0,0,-1840,", CG8389 ,1124,512,771.1,504,-0.02, /\ ,1.0159,0.9844,18.5132
1352,chr3L,6462580,6462880,6462740,631,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:6457580-6467880,"CG14910,CG14911,CG10147,","-7471,14412,17294,", CG14910 ,7975,439.4,715.4,752.3,0.78, /- ,0.5841,1.7121,29.0032
1353,chr2R,9111540,9112100,9111940,564.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:9106540-9117100,"Dp,CG4643,CG17059,","0,-1976,-3417,", Dp ,888,459.4,723.9,518.9,0.18, /\ ,0.8854,1.1295,101.5013
1354,chr2R,4536930,4537250,4537100,582.5,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:4531930-4542250,"ptc,l(2)44DEa,CG8635,","39,16259,-17633,", ptc ,39,97.1,772.1,879.8,3.18, // ,0.1103,9.0644,251.0904
1355,chr2R,12837760,12838060,12837910,607,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:12832760-12843060,"CG34415,CG34191,CG15614,","0,1832,-1850,", CG34415 ,1408,373.4,608.9,843.8,1.18, // ,0.4426,2.2595,15.8094
1356,chr3RHet,678790,679100,678950,601.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3RHet:673790-684100,"CG40138,CG41250,CG41051,","-25787,51163,51420,", CG40138 ,25787,1535.3,248.5,22.9,-6.06, \- ,67.0929,0.0149,4.1968
1357,chr3R,6687970,6688300,6688140,562.3,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:6682970-6693300,"CG6574,SelR,CG14694,","0,930,-2605,", CG6574 ,570,689.8,584,423.9,-0.7, -\ ,1.6273,0.6145,22.066
1358,chr3R,25853190,25853610,25853350,561.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:25848190-25858610,"Axn,RpS28a,Mgat2,","0,-5030,-5370,", Axn ,268,572.8,698.5,424.5,-0.43, /\ ,1.3493,0.7411,35.5518
1359,chr2L,4838720,4839020,4838870,662.3,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:4833720-4844020,"CG12194,CG15626,CG2950,","432,-874,3224,", CG12194 ,432,562.4,714.4,712.2,0.34, /- ,0.7896,1.2664,129.075
1360,chr2R,6988090,6988390,6988240,623.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:6983090-6993390,"luna,CG30490,Cyp12d1-p,","-732,15579,19369,", luna ,732,139.3,628,1108.1,2.99, // ,0.1257,7.9547,192.0979
1361,chr3R,2869640,2869950,2869800,607.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:2864640-2874950,"Sodh-1,CG1979,dj,","8256,10507,15236,", Sodh-1 ,8256,176.3,745.6,906.2,2.36, // ,0.1946,5.1384,65.9211
1362,chrX,10388610,10389200,10388830,588.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:10383610-10394200,"spri,CG32687,PPP4R2r,","0,-8170,-12853,", spri ,1061,1320.4,363,123.6,-3.42, \- ,10.6856,0.0936,11.0674
1363,chr2R,7069300,7069620,7069450,612.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:7064300-7074620,"shn,CG13230,CG12391,","0,-26719,-31889,", shn ,1278,576.5,710.7,562.9,-0.03, /\ ,1.0241,0.9765,10.8824
1364,chr3R,25590040,25590350,25590160,559.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:25585040-25595350,"kay,CG1973,fig,","2336,-10831,14857,", kay ,2336,206,656.1,817.5,1.99, // ,0.252,3.9686,148.8184
1365,chr3L,17113960,17114260,17114120,631.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:17108960-17119260,"CG32169,CG7724,rogdi,","0,-62487,-65564,", CG32169 ,26934,695.8,718.6,503.4,-0.47, -\ ,1.3821,0.7236,22.2994
1366,chrX,415880,416160,416020,603.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:410880-421160,"arg,elav,CG4293,","0,0,5953,", elav ,1239,96.3,600.4,1117.8,3.54, // ,0.0862,11.6047,147.0348
1367,chr3L,19177120,19177410,19177270,614.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:19172120-19182410,"fz2,CG33647,BG642378,","0,52189,-54505,", fz2 ,13527,124.5,612.6,1127,3.18, // ,0.1105,9.0534,138.8733
1368,chrX,11609870,11610220,11610040,591.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:11604870-11615220,"CG1837,CG2446,Tango10,","960,-977,4227,", CG1837 ,960,311.2,728.7,733.4,1.24, /- ,0.4243,2.3566,303.798
1369,chr3R,4465980,4466300,4466160,583.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:4460980-4471300,"Cyp313b1,Mkk4,CG8021,","2621,7145,10645,", Cyp313b1 ,5019,282.3,661.9,827.2,1.55, // ,0.3413,2.9302,33.369
1370,chr2L,2161500,2161880,2161730,556.3,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:2156500-2166880,"aop,CG15382,CG7263,","0,-4939,-6340,", aop ,208,99.3,590.9,989.1,3.32, // ,0.1004,9.9619,377.9363
1371,chrX,3291730,3292030,3291880,614.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:3286730-3297030,"CG12535,dm,CG14269,","-4433,-11831,37240,", CG12535 ,4433,344.5,700.6,797.5,1.21, // ,0.4321,2.3145,40.444
1372,chr2R,10987240,10987540,10987390,697.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:10982240-10992540,"chn,CG33467,CG34186,","15371,-43644,45082,", chn ,15371,457.2,778.5,867.3,0.92, /- ,0.5271,1.897,131.6209
1373,chr3L,6814220,6814530,6814360,555.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:6809220-6819530,"vvl,CG32392,CG10103,","-26723,-58014,-64741,", vvl ,31101,136.3,575.5,959.4,2.81, // ,0.1421,7.0367,239.0845
1374,chr2R,14098530,14098820,14098680,594.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:14093530-14103820,"CG30114,CG33958,CG14500,","-2877,-18339,-21521,", CG30114 ,3421,392.7,595.1,813.5,1.05, // ,0.4828,2.0715,68.6187
1375,chr2R,8846990,8847290,8847150,578.5,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:8841990-8852290,"CG13321,Psc,CG3884,","-4470,6664,-7359,", CG13321 ,6090,75.6,625.3,1038.9,3.78, // ,0.0727,13.7458,574.2823
1376,chrX,9389590,9390060,9389880,554.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:9384590-9395060,"CG34339,CG32700,CG34028,","0,10863,15676,", CG34339 ,341,156.3,522.5,996,2.67, // ,0.157,6.3704,88.453
1377,chr4,421840,422160,421980,558.5,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr4:416840-427160,"CG2052,Hcf,lgs,","-7964,-26370,35596,", CG2052 ,7964,245.3,653.4,783.7,1.68, // ,0.3129,3.1956,56.857
1378,chr2L,33680,33980,33830,621.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:28680-38980,"CG31973,CG2657,l(2)gl,","0,-8679,-12458,", CG2657 ,8679,220.1,741.9,917.6,2.06, // ,0.2398,4.1697,42.1183
1379,chr3R,5821460,5822050,5821630,553.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:5816460-5827050,"Gr85a,CG12807,CG5359,","0,1630,3860,", Gr85a ,881,1139.6,462.1,69.8,-4.03, \\ ,16.3284,0.0612,20.475
1380,chr2R,20898380,20898670,20898520,613.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:20893380-20903670,"zip,uzip,CG3829,","0,1052,-20511,", zip ,476,201.5,697.9,941.6,2.22, // ,0.214,4.6721,192.9172
1381,chr2L,18111120,18111700,18111260,552.8,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:18106120-18116700,"CG15152,CG5758,CG31785,","3286,8766,12867,", CG15152 ,3286,806.9,578.7,286,-1.5, \\ ,2.821,0.3545,16.0056
1382,chr3L,2467220,2467520,2467360,634.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:2462220-2472520,"CG33232,CG33231,CG32306,","0,-1201,-2511,", CG33232 ,458,355.7,693.7,853.5,1.26, // ,0.4167,2.3998,189.7588
1383,chr3L,14441610,14441910,14441760,650.1,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:14436610-14446910,"bbg,CG3919,stwl,","0,-35924,-38737,", bbg ,87,135.6,657.1,1159,3.09, // ,0.117,8.5475,159.1835
1384,chr3R,1038280,1038610,1038440,657.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:1033280-1043610,"cno,CG12161,CG1116,","0,5026,6949,", cno ,4707,251.2,768.4,954.8,1.93, // ,0.2631,3.8011,188.6805
1385,chr3L,11337020,11337350,11337180,580.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:11332020-11342350,"CG6163,CG6168,CG7573,","17905,-22361,-30683,", CG6163 ,20805,846.9,532.6,455.4,-0.9, \- ,1.8599,0.5377,66.5948
1386,chr3R,27405590,27405910,27405760,550.3,UTR5,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:27400590-27410910,"pygo,rod,gammaCop,","0,633,-4318,", rod ,633,363.8,612.1,680.2,0.9, /- ,0.5349,1.8696,84.8954
1387,chr3L,19984990,19985290,19985150,602.8,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:19979990-19990290,"CG7646,Nca,fln,","0,0,-883,", Nca ,128,245.3,700.6,868.4,1.82, // ,0.2824,3.5408,241.1358
1388,chr3R,7036900,7037200,7037060,624.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:7031900-7042200,"Tctp,CG6672,CG6666,","-54,901,-1489,", Tctp ,1086,186.7,698.5,1002.8,2.42, // ,0.1862,5.3707,113.637
1389,chr2R,1152410,1152720,1152570,648.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:1147410-1157720,"d4,Nipped-A,Ogt,","0,-14017,42185,", d4 ,5087,515,801.3,632.7,0.3, /\ ,0.8139,1.2286,35.7997
1390,chr2L,356950,357260,357110,578.7,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:351950-362260,"Ent1,Plc21C,al,","0,-10561,21005,", Ent1 ,758,376.4,700.6,668.7,0.83, /- ,0.5629,1.7767,91.783
1391,chr3L,22449790,22450100,22449950,587.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:22444790-22455100,"CG11449,laza,CG11438,","-861,1965,9981,", CG11449 ,2478,1084.8,571.3,125.9,-3.11, \\ ,8.6192,0.116,16.2616
1392,chr2R,20864710,20865280,20864900,547.6,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:20859710-20870280,"emp,CG2736,Phk-3,","0,-2006,-5535,", CG2736 ,2006,643.2,600.4,408.5,-0.65, -\ ,1.5746,0.6351,22.9041
1393,chr3R,17229830,17230170,17230020,547.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:17224830-17235170,"CG7907,CG6475,CheB93a,","0,-2481,3153,", CG7907 ,554,1095.9,474.3,76.7,-3.84, \\ ,14.2959,0.07,21.6989
1394,chr2R,11419230,11419510,11419370,614.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:11414230-11424510,"Khc-73,CG30471,CG30467,","0,3329,6347,", Khc-73 ,373,483.8,620.6,741.4,0.62, // ,0.6526,1.5323,66.3837
1395,chr3L,19921330,19921660,19921490,546.7,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:19916330-19926660,"CG8004,RhoGDI,Grasp65,","0,416,-1511,", CG8004 ,96,846.2,533.1,272.3,-1.64, \\ ,3.1075,0.3218,43.9382
1396,chr3L,6947090,6947400,6947260,605.9,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:6942090-6952400,"CG10077,CG9948,CG10075,","0,1999,2785,", CG10077 ,90,1041.8,587.2,195.1,-2.42, \\ ,5.3404,0.1873,25.2652
1397,chr3L,3304730,3305030,3304880,621.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:3299730-3310030,"ZnT63C,CG14968,CG12009,","0,-1772,-5917,", ZnT63C ,1159,486.1,731.9,656.2,0.43, /- ,0.7408,1.3499,59.7507
1398,chr2L,15482760,15483060,15482920,626.5,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:15477760-15488060,"Tim17b2,sna,lace,","1847,-4651,16189,", Tim17b2 ,1847,722.4,606.8,553.8,-0.38, -- ,1.3046,0.7665,13.3209
1399,chr2L,21109890,21110200,21110040,546.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:21104890-21115200,"Nhe2,CG9257,CG12050,","0,-5711,-7648,", Nhe2 ,2082,309.7,706.4,633.9,1.03, /\ ,0.4886,2.0465,21.4047
1400,chrX,8109880,8110200,8110050,564.7,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:8104880-8115200,"sdt,CG2147,sni,","0,24666,25480,", sdt ,111,198.6,634.3,877.6,2.14, // ,0.2263,4.4192,264.8578
1401,chr2L,4354790,4355100,4354940,585.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:4349790-4360100,"CG15429,Traf4,Atet,","-910,7608,-9170,", CG15429 ,1966,455.7,678.9,624.7,0.46, /- ,0.7295,1.3709,27.2436
1402,chr2L,5871420,5871730,5871570,724.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:5866420-5876730,"CG8965,CG9029,CG34381,","0,14449,-14813,", CG8965 ,7911,615.7,793.3,778.6,0.34, /- ,0.7908,1.2645,50.3312
1403,chrX,10696330,10696650,10696480,589.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:10691330-10701650,"Imp,sesB,Ant2,","0,-15502,-15567,", Imp ,2560,217.1,718.6,842.7,1.96, // ,0.2576,3.8814,102.4278
1404,chr3R,1129670,1129990,1129820,540.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:1124670-1134990,"l(3)82Fd,Tim17b1,CG31538,","0,-2909,-26263,", Tim17b1 ,3954,457.2,750.4,413.6,-0.14, /\ ,1.1053,0.9047,26.6056
1405,chr2R,12361190,12361490,12361340,565.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:12356190-12366490,"CG33524,CG33550,CG15712,","-4901,-6313,11005,", CG33524 ,5627,1122.6,432.4,140.2,-3, \\ ,8.0093,0.1249,9.5296
1406,chr2R,12468050,12468350,12468190,596.4,UTR5,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:12463050-12473350,"Cdk4,CG8317,RpLP2,","0,-4103,5408,", Cdk4 ,562,345.3,651.3,797.5,1.21, // ,0.433,2.3096,270.6676
1407,chr3R,7180990,7181300,7181130,580.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:7175990-7186300,"KP78a,KP78b,pros,","-4763,-6967,16578,", KP78a ,4763,215.6,681,859.2,1.99, // ,0.2509,3.985,30.1907
1408,chr2R,11016700,11017040,11016870,539.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:11011700-11022040,"chn,CG34186,CG8089,","0,15602,16459,", chn ,450,733.6,437.2,459.9,-0.67, \- ,1.5949,0.627,30.8005
1409,chr2R,11006700,11006990,11006840,666.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:11001700-11011990,"chn,CG34186,CG8089,","0,25632,26489,", chn ,4079,270.5,714.4,1016,1.91, // ,0.2662,3.7567,27.0404
1410,chr3L,9032240,9032540,9032390,559.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:9027240-9037540,"Doc1,CG5144,Argk,","2086,8149,9571,", Doc1 ,2086,107.4,616.9,962.8,3.16, // ,0.1116,8.9613,119.5691
1411,chrX,12170490,12170790,12170640,596.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:12165490-12175790,"Ten-a,CG32655,CG2577,","0,-40878,96603,", CG32655 ,40878,197.8,618.5,975.4,2.3, // ,0.2028,4.9302,115.1622
1412,chr3R,14687840,14688160,14687980,562.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:14682840-14693160,"CG31226,CG18208,CG14298,","-10454,-13034,13449,", CG31226 ,10454,1215.2,415.5,56.1,-4.44, \\ ,21.6753,0.0461,7.1648
1413,chr3R,12654960,12655270,12655110,602.5,UTR5,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:12649960-12660270,"abd-A,Glut3,CG10349,","0,-39365,50339,", abd-A ,652,325.3,626.9,859.8,1.4, // ,0.3783,2.6433,22.2512
1414,chr2R,17245230,17245560,17245420,553.1,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:17240230-17250560,"cv-2,CG17974,CG9822,","0,-7071,-10064,", CG17974 ,7071,368.3,670.4,656.2,0.83, /- ,0.5612,1.7818,33.1226
1415,chr3L,7338540,7338840,7338680,593.4,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:7333540-7343840,"CG14834,CG8596,Srp19,","114,-399,1728,", CG8596 ,399,337.9,479.6,962.8,1.51, // ,0.3509,2.8495,38.6902
1416,chr3R,21843370,21843690,21843530,595.7,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:21838370-21848690,"m2,m1,HLHm3,","-338,-2347,3906,", m2 ,338,291.9,550.6,945.1,1.69, // ,0.3089,3.2372,128.9939
1417,chr2R,20944470,20944770,20944610,583.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:20939470-20949770,"gsb-n,gsb,gol,","-4760,4892,15539,", gsb-n ,4760,164.5,673.6,914.2,2.47, // ,0.1799,5.5575,163.9108
1418,chr2R,5454720,5455010,5454860,644.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:5449720-5460010,"Not1,CG1809,Or45b,","158,-3482,-6287,", CG1809 ,5707,184.5,610.5,1153.3,2.64, // ,0.16,6.2509,75.8345
1419,chr2L,17739320,17739920,17739500,535.6,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:17734320-17744920,"CadN,CadN2,CG15147,","0,48804,-113155,", CadN ,21,767.6,643.9,224.3,-1.77, -\ ,3.4231,0.2921,10.6528
1420,chrX,4862210,4862520,4862370,590.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:4857210-4867520,"SIP3,Ptp4E,CG12680,","-7337,-12912,29201,", SIP3 ,7337,529,599.9,649.9,0.3, -- ,0.8141,1.2284,8.1377
1421,chr3R,11756250,11756730,11756490,534.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:11751250-11761730,"CG4221,CG5478,blp,","0,1931,3095,", CG5478 ,2966,1231.5,320.6,68.6,-4.16, \\ ,17.9389,0.0557,17.9657
1422,chr2L,6569800,6570120,6569950,576.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:6564800-6575120,"CG11319,CG13766,Ent2,","0,-3363,-5554,", CG13766 ,3363,715.8,597.3,419.9,-0.77, -\ ,1.7046,0.5866,10.7659
1423,chr2R,18125880,18126160,18126020,584.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:18120880-18131160,"dve,Oatp58Dc,Oatp58Db,","5447,-9947,-14925,", dve ,5447,577.2,634.9,552,-0.06, -- ,1.0456,0.9564,45.0326
1424,chr2R,5862630,5863090,5862890,533.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:5857630-5868090,"CG12134,eve,Adam,","-2595,3855,-4480,", eve ,3855,431.2,703.2,558.3,0.37, /\ ,0.7724,1.2947,57.1964
1425,chrX,8306670,8306970,8306830,595.8,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:8301670-8311970,"CG32711,CG11190,CG10555,","-2702,-5511,-8852,", CG32711 ,2702,101.5,666.7,1045.2,3.36, // ,0.0971,10.2961,445.573
1426,chr3R,17870260,17870580,17870430,580,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:17865260-17875580,"how,pit,BG4,","0,-6316,-9100,", how ,2477,160,590.9,989.1,2.63, // ,0.1618,6.1801,81.6609
1427,chr2R,20221950,20222250,20222090,588.1,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:20216950-20227250,"slbo,bs,betaTub60D,","-261,9145,-21464,", slbo ,261,986.2,504.5,311.2,-1.66, \- ,3.169,0.3156,8.4768
1428,chr3R,10856870,10857200,10857060,532.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:10851870-10862200,"RpL10Aa,CG14861,dpr9,","6027,-15301,25134,", RpL10Aa ,6027,1241.1,333.3,25.2,-5.62, \\ ,49.307,0.0203,3.0349
1429,chrX,19706200,19706500,19706350,648.3,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:19701200-19711500,"skpD,skpC,skpE,","411,3820,11178,", skpD ,411,715,632.2,606.4,-0.24, -- ,1.1791,0.8481,14.655
1430,chr3L,21065120,21065410,21065260,576.7,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:21060120-21070410,"siz,ko,CG33285,","0,3406,16102,", siz ,4273,469,838.9,423.9,-0.15, /\ ,1.1065,0.9038,26.2884
1431,chr2L,6048640,6048930,6048780,589.5,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:6043640-6053930,"CG12393,slmo,CG34179,","0,-78,-78,", slmo ,78,243.8,617.9,916.5,1.91, // ,0.266,3.7594,402.1008
1432,chr2R,20077060,20077420,20077240,532.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:20072060-20082420,"CG3363,Nop60B,CG3362,","0,-3374,5824,", CG3363 ,1361,1296.7,287.2,40.6,-4.99, \- ,31.9247,0.0313,14.6665
1433,chr3R,2733280,2733590,2733410,530.9,UTR3,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:2728280-2738590,"Antp,ftz,Scr,","0,-41460,-57524,", Antp ,25152,220.8,675.2,716.2,1.7, /- ,0.3083,3.2437,102.7114
1434,chr2L,19875260,19875550,19875410,599.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:19870260-19880550,"sick,CG10481,TotF,","0,14836,36452,", sick ,8954,857.3,596.2,345.5,-1.31, \\ ,2.4811,0.403,20.0935
1435,chr2L,7532490,7532790,7532650,583.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:7527490-7537790,"Rapgap1,Pbprp5,CG6630,","0,-35290,-37031,", Rapgap1 ,3254,72.6,554.9,1126.4,3.95, // ,0.0645,15.5122,72.2428
1436,chr2L,13878690,13879000,13878850,600.6,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:13873690-13884000,"cenG1A,Smg5,Ance,","0,20502,26794,", cenG1A ,114,154.1,713.8,935.3,2.6, // ,0.1648,6.0689,88.7262
1437,chr3R,27635220,27635550,27635400,529.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:27630220-27640550,"CG11576,ferrochelatase,CG1971,","0,775,-2933,", CG11576 ,507,905.5,551.7,133.3,-2.76, \\ ,6.793,0.1472,13.3189
1438,chr3R,18215850,18216150,18215990,583.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:18210850-18221150,"CG7059,CG5379,CG13857,","0,-1796,1920,", CG7059 ,289,190.4,687.3,876.4,2.2, // ,0.2173,4.6023,154.1652
1439,chr3L,11911550,11911850,11911710,593.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:11906550-11916850,"CG11588,CG5718,byn,","2955,3992,12770,", CG11588 ,2955,644.6,635.4,506.3,-0.35, -\ ,1.2733,0.7854,55.9259
1440,chr2L,21621350,21621670,21621510,545.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:21616350-21626670,"CG2201,Df31,Ac3,","0,5079,11088,", CG2201 ,2089,513.5,621.1,505.7,-0.02, /\ ,1.0154,0.9849,59.1378
1441,chr3R,27761650,27761940,27761790,561.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:27756650-27766940,"heph,CG2003,RhoGAP100F,","0,42061,-90809,", heph ,898,79.3,563.3,1044.6,3.72, // ,0.0759,13.1756,145.7993
